s_no,hospital_name,district_name,hosp_type,tier,hosp_level,level_source,dump_hosp_level,latitude,longitude,tpl_total,tpl_source,tpl_rows_in_dump,dump_hospid,coord_status,coord_note
1,AL AFIA HOSPITAL MANDIKHERA,Mewat,DCH,Tertiary,L2,spec_type,L2,27.900228,76.993807,43.56,estimated,0,419,ok,
2,DISTRICT CIVIL HOSPITAL AMBALA CITY,Ambala,DCH,Tertiary,L2,spec_type,L2,30.378993,76.779752,37.80,real,1,6,ok,
3,DISTRICT CIVIL HOSPITAL BHIWANI,Bhiwani,DCH,Tertiary,L2,spec_type,L2,28.799179,76.133512,35.81,estimated,0,937,ok,
4,DISTRICT CIVIL HOSPITAL CHARKHI DADRI,Charkhi Dadri,DCH,Tertiary,L2,spec_type,,28.592459,76.251397,42.29,estimated,0,,ok,
5,DISTRICT CIVIL HOSPITAL FARIDABAD,Faridabad,DCH,Tertiary,L2,spec_type,L2,28.392321,77.298436,44.13,real,1,688,ok,
6,DISTRICT CIVIL HOSPITAL FATEHABAD,Fatehabad,DCH,Tertiary,L2,spec_type,L2,29.517012,75.449318,27.38,real,1,778,ok,
7,DISTRICT CIVIL HOSPITAL GURUGRAM,Gurugram,DCH,Tertiary,L2,spec_type,,28.461990,77.033847,24.96,estimated,0,,ok,
8,DISTRICT CIVIL HOSPITAL HISAR,Hissar,DCH,Tertiary,L2,spec_type,L2,28.457349,76.997412,52.53,real,1,110,unverified,"DCH Hisar's GPS is ~137km off (matches DCH Gurugram's location in the source data) — confirmed wrong in both our source data and the partner's live feed. Location shown is approximate; true site is Civil Hospital, Sirsa Road, Hisar. Pending an authoritative fix."
9,DISTRICT CIVIL HOSPITAL YANUNANAGAR,Jagadhari,DCH,Tertiary,L2,spec_type,L2,30.172094,77.291331,28.93,real,1,182,ok,
10,DISTRICT CIVIL HOSPITAL JHAJJAR,Jhajjar,DCH,Tertiary,L2,spec_type,,28.608370,76.642332,45.08,estimated,0,,ok,
11,DISTRICT CIVIL HOSPITAL JIND,Jind,DCH,Tertiary,L2,spec_type,,29.312032,76.330120,45.18,estimated,0,,ok,
12,DISTRICT CIVIL HOSPITAL KAITHAL,Kaithal,DCH,Tertiary,L2,spec_type,L2,29.849475,76.661984,54.50,real,1,718,ok,
13,DISTRICT CIVIL HOSPITAL KARNAL,Karnal,DCH,Tertiary,L2,spec_type,L2,29.696370,76.993472,54.80,real,2,288,ok,
14,DISTRICT CIVIL HOSPITAL KURUKSHETRA,Kurukshetra,DCH,Tertiary,L2,spec_type,L2,29.970437,76.820327,49.70,real,1,357,ok,
15,DISTRICT CIVIL HOSPITAL NARNAUL,Narnaul,DCH,Tertiary,L2,spec_type,L2,28.066014,76.101360,19.85,real,1,393,ok,
16,DISTRICT CIVIL HOSPITAL PALWAL,Palwal,DCH,Tertiary,L2,spec_type,,28.136214,77.327077,18.19,estimated,0,,ok,
17,DISTRICT CIVIL HOSPITAL PANCHKULA,Panchkula,DCH,Tertiary,L2,spec_type,L2,30.705134,76.855096,24.88,real,1,440,ok,
18,DISTRICT CIVIL HOSPITAL PANIPAT,Panipat,DCH,Tertiary,L2,spec_type,L2,29.400087,76.969885,54.00,real,1,464,ok,
19,DISTRICT CIVIL HOSPITAL REWARI,Rewari,DCH,Tertiary,L2,spec_type,L2,28.202320,76.619801,38.48,real,1,535,ok,
20,DISTRICT CIVIL HOSPITAL ROHTAK,Rohtak,DCH,Tertiary,L2,spec_type,,29.059272,76.085936,42.79,estimated,0,,unverified,DCH Rohtak's GPS is ~49km off — confirmed wrong in both our source data and the partner's live feed. Location shown is approximate. Pending an authoritative fix.
21,DISTRICT CIVIL HOSPITAL SIRSA,Sirsa,DCH,Tertiary,L2,spec_type,L2,29.539493,75.014523,17.15,real,5,547,ok,
22,DISTRICT CIVIL HOSPITAL SONIPAT,Sonepat,DCH,Tertiary,L2,spec_type,,28.951946,77.007977,36.57,estimated,0,,ok,
23,SUB DIVISIONAL CIVIL HOSPITAL AMBALA CANTT,Ambala,CH_SDH,Secondary,L3,spec_type,L3,30.383158,76.779917,25.48,real,1,37,ok,
24,SUB DIVISIONAL CIVIL HOSPITAL NARAINGARH,Ambala,CH_SDH,Secondary,L3,spec_type,L3,30.483610,77.125753,36.40,real,2,38,ok,
25,SUB DIVISIONAL CIVIL HOSPITAL TOSHAM,Bhiwani,CH_SDH,Secondary,L3,spec_type,L3,28.873741,75.918224,29.18,real,1,967,ok,
26,SUB DIVISIONAL CIVIL HOSPITAL LOHARU,Bhiwani,CH_SDH,Secondary,L3,spec_type,L3,28.592002,76.252318,10.78,real,1,968,ok,
27,SUB DIVISIONAL CIVIL HOSPITAL SIWANI,Bhiwani,CH_SDH,Secondary,L3,spec_type,L3,28.937081,75.604170,17.63,real,1,969,ok,
28,CIVIL HOSPITAL DEVRALA,Bhiwani,CH_SDH,Secondary,L3,spec_type,L3,28.688029,75.818099,0.58,real,1,970,ok,
29,SUB DIVISIONAL CIVIL HOSPITAL  BAWANI KHERA,Bhiwani,CH_SDH,Secondary,L3,spec_type,L3,28.944721,76.034238,17.28,real,1,971,ok,
30,SUB DIVISIONAL CIVIL HOSPITAL BALLABHGARH,Faridabad,CH_SDH,Secondary,L3,spec_type,L3,28.386529,77.295496,29.43,real,1,715,ok,
31,SUB DIVISIONAL CIVIL HOSPITAL RATIA,Fatehabad,CH_SDH,Secondary,L3,spec_type,L3,29.685408,75.570358,29.00,real,1,804,ok,
32,SUB DIVISIONAL CIVIL HOSPITAL TOHANA,Fatehabad,CH_SDH,Secondary,L3,spec_type,L3,29.705313,75.907590,22.30,real,1,805,ok,
33,CIVIL HOSPITAL HAILY MANDI,Gurugram,CH_SDH,Secondary,L3,spec_type,L3,28.345839,76.761516,14.85,real,12,94,ok,
34,SUB DIVISIONAL CIVIL HOSPITAL PATAUDI,Gurugram,CH_SDH,Secondary,L3,spec_type,,28.324877,76.782143,28.85,estimated,0,,ok,
35,SUB DIVISIONAL CIVIL HOSPITAL SOHANA,Gurugram,CH_SDH,Secondary,L3,spec_type,,28.249783,77.068477,44.17,estimated,0,,ok,
36,CIVIL HOSPITAL SECTOR 10  GURUGRAM,Gurugram,CH_SDH,Secondary,L3,spec_type,L3,28.456560,76.997316,50.35,real,1,96,ok,
37,SUB DIVISIONAL CIVIL HOSPITAL  BARWALA,Hissar,CH_SDH,Secondary,L3,spec_type,,29.361225,75.908017,21.45,estimated,0,,ok,
38,SUB DIVISIONAL CIVIL HOSPITAL NARNAUND,Hissar,CH_SDH,Secondary,L3,spec_type,L3,29.224512,76.145468,25.30,real,1,171,ok,
39,SUB DIVISIONAL CIVIL HOSPITAL HANSI,Hissar,CH_SDH,Secondary,L3,spec_type,L3,29.093743,75.956023,29.33,real,1,162,ok,
40,SUB DIVISIONAL CIVIL HOSPITAL  ADAMPUR,Hissar,CH_SDH,Secondary,L3,spec_type,,29.286490,75.472600,22.41,estimated,0,,ok,
41,CIVIL HOSPITAL  RADAUR,Jagadhari,CH_SDH,Secondary,L3,spec_type,L3,30.032585,77.152690,19.78,real,2,197,ok,
42,SUB DIVIONAL CIVIL HOSPITAL JAGADHRI,Jagadhari,CH_SDH,Secondary,L3,spec_type,L3,30.170776,77.291495,39.98,real,1,196,ok,
43,SUB DIVISIONAL CIVIL HOSPITAL BERI,Jhajjar,CH_SDH,Secondary,L3,spec_type,,28.698124,76.577618,11.10,estimated,0,,ok,
44,CIVIL HOSPITAL MATANHAIL,Jhajjar,CH_SDH,Secondary,L3,spec_type,L3,28.571499,76.464444,14.25,real,1,220,ok,
45,CIVIL HOSPITAL KHARHAR,Jhajjar,CH_SDH,Secondary,L3,spec_type,L3,28.694620,76.725659,5.98,real,2,221,ok,
46,CIVIL HOSPITAL BAHADURGARH,Jhajjar,CH_SDH,Secondary,L3,spec_type,L3,28.697156,76.924715,24.49,estimated,0,222,ok,
47,CIVIL HOSPITAL UCHANA,Jind,CH_SDH,Secondary,L3,spec_type,L3,29.477212,76.187663,34.50,real,1,256,ok,
48,SUB DIVISIONAL CIVIL HOSPITAL NARWANA,Jind,CH_SDH,Secondary,L3,spec_type,L3,29.602450,76.128153,42.45,real,1,978,ok,
49,SUB DIVISIONAL CIVIL HOSPITAL SAFIDON,Jind,CH_SDH,Secondary,L3,spec_type,,29.404895,76.665304,14.33,estimated,0,,ok,
50,SUB DIVISIONAL CIVIL HOSPITAL KALAYAT,Kaithal,CH_SDH,Secondary,L3,spec_type,L3,29.673404,76.249802,25.35,real,1,279,ok,
51,CIVIL HOSPITAL GULHA,Kaithal,CH_SDH,Secondary,L3,spec_type,L3,30.037859,76.309512,44.90,real,1,743,ok,
52,SUB DIVISIONAL CIVIL HOSPITAL ASSANDH,Karnal,CH_SDH,Secondary,L3,spec_type,L3,29.652349,76.868937,23.60,real,1,349,ok,
53,SUB DIVISIONAL CIVIL HOSPITAL INDRI,Karnal,CH_SDH,Secondary,L3,spec_type,L3,29.879010,77.056198,22.60,real,1,350,ok,
54,SUB DIVISIONAL CIVIL HOSPITAL NILOKHERI,Karnal,CH_SDH,Secondary,L3,spec_type,L3,29.843822,76.933132,25.30,real,1,351,ok,
55,CIVIL HOSPITAL SHAHABAD,Kurukshetra,CH_SDH,Secondary,L3,spec_type,L3,30.170003,76.867296,40.88,real,1,386,ok,
56,CIVIL HOSPITAL SARASWATI KHERA BHATMAJRA PEHOWA,Kurukshetra,CH_SDH,Secondary,L3,spec_type,L3,29.975036,76.581445,11.55,real,1,754,ok,
57,CIVIL HOSPITAL MAHENDERGARH,Narnaul,CH_SDH,Secondary,L3,spec_type,,28.274491,76.148426,3.78,estimated,0,,ok,
58,CIVIL HOSPITAL KANINA,Narnaul,CH_SDH,Secondary,L3,spec_type,,28.330617,76.305915,22.87,estimated,0,,ok,
59,CIVIL HOSPITAL HODAL,Palwal,CH_SDH,Secondary,L3,spec_type,L3,27.895328,77.366570,25.13,real,1,1192,ok,
60,CIVIL HOSPITAL KALKA,Panchkula,CH_SDH,Secondary,L3,spec_type,,30.838558,76.938124,40.08,estimated,0,,ok,
61,SUB DIVISIONAL CIVIL HOSPITAL SAMALKHA,Panipat,CH_SDH,Secondary,L3,spec_type,L3,29.260887,77.009268,37.00,real,3,529,ok,
62,CIVIL HOSPITAL KOSLI,Rewari,CH_SDH,Secondary,L3,spec_type,L3,28.396180,76.485033,32.35,real,1,923,ok,
63,CIVIL HOSPITAL KALANAUR,Rohtak,CH_SDH,Secondary,L3,spec_type,,28.828559,76.402422,19.52,estimated,0,,ok,
64,SUB DIVISIONAL CIVIL HOSPITAL MEHAM,Rohtak,CH_SDH,Secondary,L3,spec_type,,28.962351,76.295822,5.96,estimated,0,,ok,
65,SUB DIVISIONAL CIVIL HOSPITAL DABWALI,Sirsa,CH_SDH,Secondary,L3,spec_type,L3,29.956908,74.698108,25.48,real,1,570,ok,
66,CIVIL HOSPITAL CHAUTALA,Sirsa,CH_SDH,Secondary,L3,spec_type,L3,29.785557,74.526862,19.24,real,2,571,ok,
67,SUB DIVISIONAL CIVIL HOSPITAL  ELLANABAD,Sirsa,CH_SDH,Secondary,L3,spec_type,L3,29.540211,75.016420,50.90,real,1,572,ok,
68,SUB DIVISIONAL CIVIL HOSPITAL GOHANA,Sonepat,CH_SDH,Secondary,L3,spec_type,,29.137412,76.695329,20.72,estimated,0,,ok,
69,CIVIL HOSPITAL KHARKHODA,Sonepat,CH_SDH,Secondary,L3,spec_type,,28.878772,76.916472,32.50,estimated,0,,ok,
70,CHC MULLANA,Ambala,CHC,Secondary,L3,spec_type,L3,30.275545,77.047601,18.80,real,2,2,ok,
71,CHC CHARMASTPUR,Ambala,CHC,Secondary,L3,spec_type,L3,30.281088,76.696181,20.75,real,2,3,ok,
72,CHC BARARA,Ambala,CHC,Secondary,L3,spec_type,L3,30.205804,77.043563,25.43,real,1,4,ok,
73,CHC  SHAHZADPUR,Ambala,CHC,Secondary,L3,spec_type,L3,30.447369,77.030687,16.13,real,2,1,ok,
74,CHC AMBLI,Ambala,CHC,Secondary,L3,spec_type,L3,30.415511,77.150003,10.80,real,1,5,ok,
75,CHC MANHERU,Bhiwani,CHC,Secondary,L3,spec_type,L3,28.706890,76.214468,12.65,real,1,932,ok,
76,CHC MIRAN,Bhiwani,CHC,Secondary,L3,spec_type,L3,28.842511,75.738254,5.88,real,1,985,ok,
77,CHC DHANANA,Bhiwani,CHC,Secondary,L3,spec_type,L3,28.931155,76.162934,11.68,real,1,933,ok,
78,CHC KAIRU,Bhiwani,CHC,Secondary,L3,spec_type,L3,28.699152,75.877676,10.20,real,1,934,ok,
79,CHC JAMALPUR,Bhiwani,CHC,Secondary,L3,spec_type,L3,28.478484,76.470830,13.98,real,1,935,ok,
80,CHC GOPI,Charkhi Dadri,CHC,Secondary,L3,spec_type,,28.550249,75.954561,19.79,estimated,0,,ok,
81,CHC Bond Kalan,Charkhi Dadri,CHC,Secondary,L3,spec_type,,28.778465,76.341895,27.24,estimated,0,,ok,
82,CHC JHOJHU KALAN,Charkhi Dadri,CHC,Secondary,L3,spec_type,,28.522879,76.150087,25.57,estimated,0,,ok,
83,CHC  PALI,Faridabad,CHC,Secondary,L3,spec_type,,28.381908,77.244140,26.14,estimated,0,,ok,
84,CHC KHERI KALAN,Faridabad,CHC,Secondary,L3,spec_type,L3,28.419874,77.325813,25.00,real,2,686,ok,
85,CHC TIGAON,Faridabad,CHC,Secondary,L3,spec_type,L3,28.349752,77.388128,33.18,real,1,685,ok,
86,CHC KURALI,Faridabad,CHC,Secondary,L3,spec_type,L3,28.350897,77.388568,24.58,real,1,687,ok,
87,CHC BHUTHAN KALAN,Fatehabad,CHC,Secondary,L3,spec_type,L3,29.553085,75.549431,39.98,real,1,774,ok,
88,CHC BHUNA,Fatehabad,CHC,Secondary,L3,spec_type,,29.538843,75.707322,30.46,estimated,0,,ok,
89,CHC JAKHAL,Fatehabad,CHC,Secondary,L3,spec_type,L3,29.805886,75.824676,21.35,real,1,775,ok,
90,CHC BHATTU KALAN,Fatehabad,CHC,Secondary,L3,spec_type,L3,29.405535,75.339806,18.33,real,1,776,ok,
91,CHC BADOPAL,Fatehabad,CHC,Secondary,L3,spec_type,L3,29.420275,75.543270,23.00,real,1,777,ok,
92,CHC FARRUKH NAGAR,Gurugram,CHC,Secondary,L3,spec_type,,28.445212,76.819311,17.07,estimated,0,,ok,
93,CHC GHANGOLA,Gurugram,CHC,Secondary,L3,spec_type,,28.258707,77.202709,22.82,estimated,0,,ok,
94,CHC BHORA KALAN,Gurugram,CHC,Secondary,L3,spec_type,,28.306910,76.841420,22.30,estimated,0,,ok,
95,CHC MANGALI,Hissar,CHC,Secondary,L3,spec_type,L3,29.083944,75.723913,21.30,real,1,112,ok,
96,CHC   ARYANAGAR,Hissar,CHC,Secondary,L3,spec_type,,29.116549,75.644572,32.99,estimated,0,,ok,
97,CHC UKLANA,Hissar,CHC,Secondary,L3,spec_type,L3,29.498393,75.878409,14.90,real,1,107,ok,
98,CHC SISAI BOLA,Hissar,CHC,Secondary,L3,spec_type,L3,29.173065,76.013389,16.53,real,1,106,ok,
99,CHC SORKHI,Hissar,CHC,Secondary,L3,spec_type,L3,29.052920,76.121433,36.40,real,1,103,ok,
100,CHC MIRCHPUR,Hissar,CHC,Secondary,L3,spec_type,L3,29.316620,76.180688,17.48,real,1,108,ok,
101,CHC   SISWAL,Hissar,CHC,Secondary,L3,spec_type,,29.212839,75.510451,26.55,estimated,0,,ok,
102,CHC KHANDA KHERI,Hissar,CHC,Secondary,L3,spec_type,L3,29.189009,76.226408,22.48,real,1,105,ok,
103,CHC CHHACHHAULI,Jagadhari,CHC,Secondary,L3,spec_type,L3,30.241119,77.359110,7.28,real,1,176,ok,
104,CHC BILASPUR,Jagadhari,CHC,Secondary,L3,spec_type,L3,30.301746,77.303877,13.80,real,2,177,ok,
105,CHC NAHARPUR,Jagadhari,CHC,Secondary,L3,spec_type,L3,30.057414,77.275639,19.80,real,1,180,ok,
106,CHC KHIZRABAD,Jagadhari,CHC,Secondary,L3,spec_type,L3,30.287218,77.497397,22.83,real,1,181,ok,
107,CHC SADHAURA,Jagadhari,CHC,Secondary,L3,spec_type,L3,30.382233,77.226157,19.18,real,1,178,ok,
108,CHC MUSTAFABAD,Jagadhari,CHC,Secondary,L3,spec_type,,30.311166,77.121150,37.79,estimated,0,,ok,
109,CHC  DUBALDHAN,Jhajjar,CHC,Secondary,L3,spec_type,,28.689084,76.481631,22.31,estimated,0,,ok,
110,CHC BADLI,Jhajjar,CHC,Secondary,L3,spec_type,L3,28.578581,76.805799,26.06,estimated,0,906,ok,
111,CHC   DHAKLA,Jhajjar,CHC,Secondary,L3,spec_type,,28.486895,76.560839,18.27,estimated,0,,ok,
112,CHC DHIGAL,Jhajjar,CHC,Secondary,L3,spec_type,L3,28.763766,76.626393,27.63,real,1,199,ok,
113,CHC JAMALPUR,Jhajjar,CHC,Secondary,L3,spec_type,L3,28.478427,76.470873,16.50,estimated,0,200,ok,
114,CHC CHHARA,Jhajjar,CHC,Secondary,L3,spec_type,,28.694781,76.725591,14.40,estimated,0,,ok,
115,CHC   JULANA,Jind,CHC,Secondary,L3,spec_type,,29.132920,76.400031,6.15,estimated,0,,ok,
116,CHC   KALWA,Jind,CHC,Secondary,L3,spec_type,,29.341742,76.518266,4.82,estimated,0,,ok,
117,CHC UJHANA,Jind,CHC,Secondary,L3,spec_type,L3,29.470500,76.181061,13.78,real,1,229,ok,
118,CHC KHARAK RAMJI JIND,Jind,CHC,Secondary,L3,spec_type,,29.305236,76.432994,15.30,estimated,0,,ok,
119,CHC KANDELA,Jind,CHC,Secondary,L3,spec_type,,29.381840,76.341740,24.93,estimated,0,,ok,
120,CHC MUANA,Jind,CHC,Secondary,L3,spec_type,,29.431480,76.566260,22.49,estimated,0,,ok,
121,CHC ALEWA,Jind,CHC,Secondary,L3,spec_type,,29.465094,76.454458,20.91,estimated,0,,ok,
122,CHC KAUL,Kaithal,CHC,Secondary,L3,spec_type,L3,29.848907,76.659994,27.00,real,1,269,ok,
123,CHC SIWAN,Kaithal,CHC,Secondary,L3,spec_type,L3,29.883372,76.351769,23.63,real,1,746,ok,
124,CHC RAJOUND,Kaithal,CHC,Secondary,L3,spec_type,L3,29.576455,76.482632,24.95,real,1,267,ok,
125,CHC PUNDRI,Kaithal,CHC,Secondary,L3,spec_type,L3,29.478698,77.028036,12.75,real,1,268,ok,
126,CHC GHARAUNDA,Karnal,CHC,Secondary,L3,spec_type,L3,29.534858,76.974028,33.63,real,1,281,ok,
127,CHC TARAORI,Karnal,CHC,Secondary,L3,spec_type,L3,29.802027,76.929931,24.85,real,1,282,ok,
128,CHC NISSING,Karnal,CHC,Secondary,L3,spec_type,L3,29.691366,76.760418,27.33,real,1,287,ok,
129,CHC SAMBHALI,Karnal,CHC,Secondary,L3,spec_type,L3,29.767019,76.798414,6.63,real,1,280,ok,
130,CHC BALLAH,Karnal,CHC,Secondary,L3,spec_type,L3,29.493386,76.790864,29.38,real,1,286,ok,
131,CHC PADHA,Karnal,CHC,Secondary,L3,spec_type,L3,29.596508,76.882362,15.28,real,1,283,ok,
132,CHC NIGHDU,Karnal,CHC,Secondary,L3,spec_type,L3,29.835905,76.736055,27.10,real,1,284,ok,
133,CHC KUNJPURA,Karnal,CHC,Secondary,L3,spec_type,L3,29.719160,77.077844,26.43,real,1,285,ok,
134,CHC BARNA,Kurukshetra,CHC,Secondary,L3,spec_type,L3,29.910574,76.730652,5.85,real,2,352,ok,
135,CHC BABAIN,Kurukshetra,CHC,Secondary,L3,spec_type,L3,30.078142,76.989833,27.90,real,1,353,ok,
136,CHC JHANSA,Kurukshetra,CHC,Secondary,L3,spec_type,L3,30.114877,76.735897,22.10,real,1,354,ok,
137,CHC LADWA,Kurukshetra,CHC,Secondary,L3,spec_type,L3,29.996731,77.044491,15.65,real,1,355,ok,
138,CHC MATHANA,Kurukshetra,CHC,Secondary,L3,spec_type,L3,29.983656,76.953049,16.58,real,1,356,ok,
139,CHC FIROZPUR ZIRKHA,Mewat,CHC,Secondary,L3,spec_type,,27.789143,76.947377,34.21,estimated,0,,ok,
140,CHC NUH,Mewat,CHC,Secondary,L3,spec_type,,28.097733,77.000968,7.86,estimated,0,,ok,
141,CHC PINAGWAN,Mewat,CHC,Secondary,L3,spec_type,,27.899690,77.101686,26.55,estimated,0,,ok,
142,CHC PUNHANA,Mewat,CHC,Secondary,L3,spec_type,,27.902147,77.101600,22.41,estimated,0,,ok,
143,CHC TAURU,Mewat,CHC,Secondary,L3,spec_type,,28.211420,76.945579,13.20,estimated,0,,ok,
144,CHC SATNALI,Narnaul,CHC,Secondary,L3,spec_type,,28.378143,75.964024,23.95,estimated,0,,ok,
145,CHC NANGAL SIROHI,Narnaul,CHC,Secondary,L3,spec_type,,28.194946,76.132964,11.80,estimated,0,,ok,
146,CHC NANGAL CHOUDHARY,Narnaul,CHC,Secondary,L3,spec_type,,27.891867,76.109827,14.91,estimated,0,,ok,
147,CHC SEHLANG,Narnaul,CHC,Secondary,L3,spec_type,,28.410786,76.217141,24.08,estimated,0,,ok,
148,CHC DOCHANA,Narnaul,CHC,Secondary,L3,spec_type,,28.099185,75.994860,22.78,estimated,0,,ok,
149,CHC ATELI,Narnaul,CHC,Secondary,L3,spec_type,,28.101984,76.260847,23.68,estimated,0,,ok,
150,CHC AURANGABAD,Palwal,CHC,Secondary,L3,spec_type,L3,28.021511,77.334638,17.11,real,2,1199;1200,ok,
151,CHC BADOLI,Palwal,CHC,Secondary,L3,spec_type,,29.268385,76.355239,31.16,estimated,0,,ok,
152,CHC HATHIN,Palwal,CHC,Secondary,L3,spec_type,L3,28.043453,77.230838,12.15,real,1,1208,ok,
153,CHC DUDHOLA,Palwal,CHC,Secondary,L3,spec_type,L3,28.209296,77.273439,4.63,real,1,1218,ok,
154,CHC SOUNDH,Palwal,CHC,Secondary,L3,spec_type,,27.895566,77.381716,23.72,estimated,0,,ok,
155,CHC ALAWALPUR,Palwal,CHC,Secondary,L3,spec_type,,28.185350,77.392121,31.16,estimated,0,,ok,
156,CHC   RAIPUR RANI,Panchkula,CHC,Secondary,L3,spec_type,,30.583753,77.025309,33.29,estimated,0,,ok,
157,CHC NANAKPUR,Panchkula,CHC,Secondary,L3,spec_type,L3,30.878464,76.853368,36.85,real,1,438,ok,
158,CHC BAPOLI,Panipat,CHC,Secondary,L3,spec_type,L3,29.358703,77.059684,7.08,real,1,457,ok,
159,CHC AHAR,Panipat,CHC,Secondary,L3,spec_type,L3,29.303573,76.741390,12.25,real,2,458,ok,
160,CHC DADLANA,Panipat,CHC,Secondary,L3,spec_type,L3,29.497308,76.903751,3.70,real,1,459,ok,
161,CHC NAULTHA,Panipat,CHC,Secondary,L3,spec_type,L3,29.313470,76.907618,21.25,real,1,460,ok,
162,CHC NARAINA,Panipat,CHC,Secondary,L3,spec_type,L3,29.268766,76.951899,16.53,real,1,461,ok,
163,CHC KHOTPURA,Panipat,CHC,Secondary,L3,spec_type,L3,29.452167,77.009674,24.95,real,1,462,ok,
164,CHC MADLAUDA,Panipat,CHC,Secondary,L3,spec_type,,29.406555,76.814218,20.91,estimated,0,,ok,
165,CHC MEERPUR,Rewari,CHC,Secondary,L3,spec_type,L3,28.243412,76.692781,18.20,real,1,531,ok,
166,CHC KHOL,Rewari,CHC,Secondary,L3,spec_type,L3,28.212723,76.382043,13.40,real,1,532,ok,
167,CHC GURAWARA,Rewari,CHC,Secondary,L3,spec_type,L3,28.413876,76.763378,18.90,real,1,619,ok,
168,CHC NAHAR,Rewari,CHC,Secondary,L3,spec_type,L3,28.411578,76.401357,24.13,real,2,533,ok,
169,CHC BAWAL,Rewari,CHC,Secondary,L3,spec_type,L3,28.097686,76.589410,26.90,real,1,534,ok,
170,CHC SAMPLA,Rohtak,CHC,Secondary,L3,spec_type,,28.768622,76.766613,16.63,estimated,0,,ok,
171,CHC KILOI,Rohtak,CHC,Secondary,L3,spec_type,,28.919269,76.710079,18.15,estimated,0,,ok,
172,CHC KAHNAUR,Rohtak,CHC,Secondary,L3,spec_type,L3,28.758225,76.487845,16.20,real,1,632,ok,
173,CHC CHIRI,Rohtak,CHC,Secondary,L3,spec_type,,29.073724,76.556903,28.48,estimated,0,,ok,
174,CHC MADINA,Rohtak,CHC,Secondary,L3,spec_type,,28.941176,76.432124,17.53,estimated,0,,ok,
175,CHC LAKHANMAJRA,Rohtak,CHC,Secondary,L3,spec_type,L3,29.052535,76.474546,17.93,real,1,635,ok,
176,CHC  ODHAN,Sirsa,CHC,Secondary,L3,spec_type,,29.772231,74.938483,22.23,estimated,0,,ok,
177,CHC RANIA,Sirsa,CHC,Secondary,L3,spec_type,L3,29.528414,74.837231,25.18,real,1,542,ok,
178,CHC MADHOSINGHANA,Sirsa,CHC,Secondary,L3,spec_type,L3,29.427544,74.928807,21.65,real,1,543,ok,
179,CHC BARAGUDHA,Sirsa,CHC,Secondary,L3,spec_type,L3,29.699167,75.012396,5.45,real,2,544,ok,
180,CHC   NATHUSARI CHOPTA,Sirsa,CHC,Secondary,L3,spec_type,,29.372437,75.125971,7.13,estimated,0,,ok,
181,CHC KALANWALI,Sirsa,CHC,Secondary,L3,spec_type,L3,29.822150,74.965044,19.28,real,1,546,ok,
182,CHC GANAUR,Sonepat,CHC,Secondary,L3,spec_type,,29.130929,77.015738,13.71,estimated,0,,ok,
183,CHC PURKHAS,Sonepat,CHC,Secondary,L3,spec_type,,28.964863,76.998316,15.75,estimated,0,,ok,
184,CHC JUAN,Sonepat,CHC,Secondary,L3,spec_type,,29.062211,76.903104,15.76,estimated,0,,ok,
185,CHC BADKHALSA,Sonepat,CHC,Secondary,L3,spec_type,,28.912546,77.117277,16.69,estimated,0,,ok,
186,CHC MUNDLANA,Sonepat,CHC,Secondary,L3,spec_type,,29.196887,76.757711,4.43,estimated,0,,ok,
187,CHC FIROZPUR BANGAR,Sonepat,CHC,Secondary,L3,spec_type,,28.830003,76.982160,30.72,estimated,0,,ok,
188,CHC BHAINSWAL KALAN,Sonepat,CHC,Secondary,L3,spec_type,,29.029859,76.788809,35.53,estimated,0,,ok,
189,PHC NAHONI,Ambala,PHC,Primary,L3,spec_type,L3,30.435699,77.147736,15.30,real,1,8,ok,
190,PHC SAHA,Ambala,PHC,Primary,L3,spec_type,,30.330383,77.065563,12.45,estimated,0,,ok,
191,PHC SAMLEHRI,Ambala,PHC,Primary,L3,spec_type,L3,30.332382,76.947667,15.00,real,1,9,ok,
192,PHC BOH,Ambala,PHC,Primary,L3,spec_type,L3,30.380005,76.882679,22.40,real,1,10,ok,
193,PHC MAJARI,Ambala,PHC,Primary,L3,spec_type,L3,30.268383,76.777285,15.53,real,1,11,ok,
194,PHC NAGGAL,Ambala,PHC,Primary,L3,spec_type,L3,30.239544,76.709477,16.08,real,2,12,ok,
195,PHC NANEOLA,Ambala,PHC,Primary,L3,spec_type,L3,30.346209,76.752538,6.35,real,1,13,ok,
196,PHC NURPUR,Ambala,PHC,Primary,L3,spec_type,L3,30.241428,76.792480,9.43,real,1,14,ok,
197,PHC PANJOKHRA,Ambala,PHC,Primary,L3,spec_type,L3,30.407113,76.849787,8.98,real,1,15,ok,
198,PHC  BIHTA,Ambala,PHC,Primary,L3,spec_type,L3,30.271878,76.954172,15.60,real,1,16,ok,
199,PHC KESRI,Ambala,PHC,Primary,L3,spec_type,L3,30.232256,76.901854,7.58,real,1,17,ok,
200,PHC UGALA,Ambala,PHC,Primary,L3,spec_type,L3,30.208431,77.049765,14.25,real,1,18,ok,
201,PHC   KURALI,Ambala,PHC,Primary,L3,spec_type,,30.414451,77.082732,14.46,estimated,0,,ok,
202,PHC BHUREWALA,Ambala,PHC,Primary,L3,spec_type,L3,30.537690,77.086108,11.30,real,1,20,ok,
